-7,-8,-3.14159,1,-6.24213
-7,-8,-2.82743,2,-3.79883
-7,-8,-2.51327,2,-1.40409
-7,-8,-2.19912,2,-7.81729
-7,-8,-1.88496,2,-6.69182
-7,-8,-1.5708,0,-4.79659
-7,-8,-1.25664,0,-6.87255
-7,-8,-0.94248,0,-4.55924
-7,-8,-0.628321,2,-3.65748
-7,-8,-0.314162,1,-8.73577
-7,-8,-2.65359e-06,2,-13.0473
-7,-8,0.314156,2,-5.66074
-7,-8,0.628315,1,-2.9432
-7,-8,0.942474,1,-7.28495
-7,-8,1.25663,1,-10.3475
-7,-8,1.57079,2,-9.11107
-7,-8,1.88495,0,-10.0498
-7,-8,2.19911,2,-12.6874
-7,-8,2.51327,2,-7.00357
-7,-8,2.82743,1,-2.29625
-7,-8,3.14159,1,-5.90219
-7,-7.5,-3.14159,1,-3.71637
-7,-7.5,-2.82743,1,-5.20071
-7,-7.5,-2.51327,2,-6.07225
-7,-7.5,-2.19912,2,-6.59848
-7,-7.5,-1.88496,2,-4.32775
-7,-7.5,-1.5708,2,-3.79806
-7,-7.5,-1.25664,2,-8.65807
-7,-7.5,-0.94248,2,-11.8977
-7,-7.5,-0.628321,2,-6.60108
-7,-7.5,-0.314162,2,-6.40766
-7,-7.5,-2.65359e-06,2,-8.514
-7,-7.5,0.314156,2,-5.33047
-7,-7.5,0.628315,1,-6.67128
-7,-7.5,0.942474,1,-7.66292
-7,-7.5,1.25663,2,-10.3096
-7,-7.5,1.57079,2,-8.37781
-7,-7.5,1.88495,0,-9.95738
-7,-7.5,2.19911,0,-7.78609
-7,-7.5,2.51327,1,-6.73046
-7,-7.5,2.82743,2,-9.37587
-7,-7.5,3.14159,2,-8.57392
-7,-7,-3.14159,1,-4.93798
-7,-7,-2.82743,1,-1.73574
-7,-7,-2.51327,2,-7.73121
-7,-7,-2.19912,2,-7.2073
-7,-7,-1.88496,0,-7.36499
-7,-7,-1.5708,2,-4.15994
-7,-7,-1.25664,2,-5.26463
-7,-7,-0.94248,0,-13.0979
-7,-7,-0.628321,0,-11.6314
-7,-7,-0.314162,2,-9.6042
-7,-7,-2.65359e-06,1,-9.5533
-7,-7,0.314156,2,-7.37663
-7,-7,0.628315,2,-7.11555
-7,-7,0.942474,1,-11.5778
-7,-7,1.25663,1,-12.1268
-7,-7,1.57079,2,-7.78418
-7,-7,1.88495,1,-7.67321
-7,-7,2.19911,1,-4.92671
-7,-7,2.51327,1,-9.88673
-7,-7,2.82743,0,-19.3722
-7,-7,3.14159,0,-14.308
-7,-6.5,-3.14159,1,0.718389
-7,-6.5,-2.82743,1,-6.0476
-7,-6.5,-2.51327,1,-10.6555
-7,-6.5,-2.19912,1,-12.8253
-7,-6.5,-1.88496,0,-17.0933
-7,-6.5,-1.5708,2,-10.593
-7,-6.5,-1.25664,2,-7.07527
-7,-6.5,-0.94248,0,-11.5478
-7,-6.5,-0.628321,0,-10.3079
-7,-6.5,-0.314162,0,-6.74135
-7,-6.5,-2.65359e-06,1,-3.25479
-7,-6.5,0.314156,0,-5.00787
-7,-6.5,0.628315,1,-6.28911
-7,-6.5,0.942474,1,-7.33498
-7,-6.5,1.25663,0,-4.63643
-7,-6.5,1.57079,1,-4.59996
-7,-6.5,1.88495,1,-7.29397
-7,-6.5,2.19911,0,-4.27686
-7,-6.5,2.51327,0,-6.67336
-7,-6.5,2.82743,0,-7.81857
-7,-6.5,3.14159,0,-7.41891
-7,-6,-3.14159,2,-1.72622
-7,-6,-2.82743,1,-5.26605
-7,-6,-2.51327,1,-11.4389
-7,-6,-2.19912,2,-14.1043
-7,-6,-1.88496,0,-13.835
-7,-6,-1.5708,0,-8.09241
-7,-6,-1.25664,1,-1.80599
-7,-6,-0.94248,1,-9.75526
-7,-6,-0.628321,2,-10.6255
-7,-6,-0.314162,1,-4.2919
-7,-6,-2.65359e-06,1,-3.96863
-7,-6,0.314156,0,-3.36649
-7,-6,0.628315,0,-3.80124
-7,-6,0.942474,0,-3.89618
-7,-6,1.25663,1,-2.24717
-7,-6,1.57079,1,-3.81324
-7,-6,1.88495,1,-5.85584
-7,-6,2.19911,2,-4.43527
-7,-6,2.51327,0,-3.75921
-7,-6,2.82743,1,-1.71261
-7,-6,3.14159,1,-7.13106
-7,-5.5,-3.14159,1,-5.27309
-7,-5.5,-2.82743,1,-6.63287
-7,-5.5,-2.51327,1,-10.7925
-7,-5.5,-2.19912,2,-7.56345
-7,-5.5,-1.88496,2,-3.76002
-7,-5.5,-1.5708,1,-3.96458
-7,-5.5,-1.25664,0,-2.67308
-7,-5.5,-0.94248,1,-4.71757
-7,-5.5,-0.628321,1,-6.75595
-7,-5.5,-0.314162,1,-3.60348
-7,-5.5,-2.65359e-06,1,-2.1521
-7,-5.5,0.314156,0,-2.03803
-7,-5.5,0.628315,1,-2.09638
-7,-5.5,0.942474,2,-3.94121
-7,-5.5,1.25663,0,-6.29564
-7,-5.5,1.57079,1,-8.8965
-7,-5.5,1.88495,0,-5.71893
-7,-5.5,2.19911,0,-2.22541
-7,-5.5,2.51327,0,-2.20999
-7,-5.5,2.82743,1,-6.73166
-7,-5.5,3.14159,1,-11.0209
-7,-5,-3.14159,1,-6.33221
-7,-5,-2.82743,1,-9.18966
-7,-5,-2.51327,2,-6.86389
-7,-5,-2.19912,2,-4.18574
-7,-5,-1.88496,0,-4.112
-7,-5,-1.5708,0,-2.83637
-7,-5,-1.25664,0,-3.64361
-7,-5,-0.94248,0,-4.67838
-7,-5,-0.628321,0,-3.03757
-7,-5,-0.314162,0,-3.50869
-7,-5,-2.65359e-06,0,-6.91157
-7,-5,0.314156,1,-4.92222
-7,-5,0.628315,1,-1.90267
-7,-5,0.942474,1,-5.30351
-7,-5,1.25663,1,-5.57206
-7,-5,1.57079,0,-8.29696
-7,-5,1.88495,1,-6.6389
-7,-5,2.19911,1,-7.0312
-7,-5,2.51327,1,-10.8102
-7,-5,2.82743,2,-10.0435
-7,-5,3.14159,2,-10.7869
-7,-4.5,-3.14159,2,-10.5785
-7,-4.5,-2.82743,0,-9.35677
-7,-4.5,-2.51327,2,-8.65051
-7,-4.5,-2.19912,1,-8.34339
-7,-4.5,-1.88496,0,-5.10468
-7,-4.5,-1.5708,2,-4.45903
-7,-4.5,-1.25664,0,-4.19951
-7,-4.5,-0.94248,0,-5.39017
-7,-4.5,-0.628321,0,-5.29188
-7,-4.5,-0.314162,0,-3.75081
-7,-4.5,-2.65359e-06,2,-7.94577
-7,-4.5,0.314156,2,-9.41824
-7,-4.5,0.628315,2,-6.8992
-7,-4.5,0.942474,2,-4.39922
-7,-4.5,1.25663,1,-2.98691
-7,-4.5,1.57079,0,-8.4375
-7,-4.5,1.88495,0,-7.73824
-7,-4.5,2.19911,1,-7.37656
-7,-4.5,2.51327,1,-13.997
-7,-4.5,2.82743,0,-13.0412
-7,-4.5,3.14159,0,-8.17111
-7,-4,-3.14159,0,-13.042
-7,-4,-2.82743,0,-11.3685
-7,-4,-2.51327,0,-7.41964
-7,-4,-2.19912,2,-6.6218
-7,-4,-1.88496,2,-3.41931
-7,-4,-1.5708,2,-6.65988
-7,-4,-1.25664,2,-9.96699
-7,-4,-0.94248,1,-11.0893
-7,-4,-0.628321,1,-11.7582
-7,-4,-0.314162,1,-6.9524
